1,2161,5.0
1,2174,4.0
1,2193,4.0
1,2253,2.0
1,2268,4.0
1,2273,4.0
1,2291,5.0
1,2329,5.0
1,2338,2.0
1,2353,5.0
1,2366,4.0
1,2387,5.0
1,2389,2.0
1,2395,5.0
1,2406,4.0
1,2414,3.0
1,2427,5.0
1,2450,4.0
1,2459,5.0
1,2470,5.0
1,2478,4.0
1,2492,4.0
1,2502,5.0
1,2528,3.0
1,2529,5.0
1,2542,5.0
1,2571,5.0
1,2580,5.0
1,2596,5.0
1,2616,4.0
1,2617,2.0
1,2628,4.0
1,2640,4.0
1,2641,5.0
1,2644,4.0
1,2648,4.0
1,2654,5.0
1,2657,3.0
1,2692,5.0
1,2700,5.0
1,2716,5.0
1,2761,5.0
1,2797,4.0
1,2826,4.0
1,2858,5.0
1,2872,5.0
2,89774,5.0
2,91529,3.5
2,91658,2.5
2,99114,3.5
2,106782,5.0
2,109487,3.0
3,3703,5.0
3,3949,0.5
3,4518,5.0
3,5048,0.5
3,5181,5.0
3,5746,5.0
3,5764,4.5
3,5919,5.0
4,2186,5.0
4,2203,4.0
4,2204,5.0
4,2282,1.0
4,2324,1.0
4,2336,2.0
4,2351,4.0
4,2359,4.0
4,2390,5.0
4,2395,3.0
4,2406,4.0
4,2467,4.0
4,2571,1.0
4,2583,5.0
4,2599,5.0
4,2628,1.0
4,2683,4.0
4,2692,5.0
4,2712,2.0
4,2762,4.0
4,2763,1.0
4,2770,2.0
4,2791,5.0
4,2843,5.0
4,2858,5.0
4,2874,4.0
4,2921,4.0
4,2926,5.0
4,2959,2.0
4,2973,2.0
4,2997,4.0
4,3033,4.0
4,3044,5.0
4,3060,4.0
4,3079,3.0
4,3083,5.0
4,3160,4.0
4,3175,1.0
4,3176,4.0
4,3204,4.0
4,3255,4.0
4,3317,4.0
4,3358,3.0
5,410,3.0
5,457,4.0
5,474,4.0
5,475,5.0
5,515,3.0
5,527,5.0
5,531,4.0
5,534,3.0
5,588,4.0
6,416,3.0
6,419,3.0
6,426,3.0
6,432,5.0
6,434,4.0
6,435,3.0
6,437,3.0
6,440,4.0
6,445,3.0
6,450,4.0
6,454,4.0
6,455,3.0
6,457,5.0
6,458,3.0
6,460,3.0
6,466,2.0
6,468,4.0
6,469,4.0
6,472,3.0
6,474,4.0
6,475,4.0
6,477,4.0
6,480,5.0
6,485,3.0
6,489,3.0
6,490,3.0
6,491,4.0
6,493,3.0
6,494,3.0
6,497,3.0
6,500,5.0
6,502,3.0
6,505,3.0
6,508,4.0
6,509,3.0
6,510,3.0
6,515,4.0
6,516,4.0
6,520,3.0
6,524,3.0
6,527,3.0
6,531,3.0
6,532,3.0
6,536,3.0
6,537,3.0
6,539,3.0
6,540,3.0
6,542,4.0
6,543,3.0
6,546,2.0
6,548,3.0
6,552,3.0
6,553,5.0
6,569,4.0
6,575,3.0
6,587,5.0
6,588,5.0
6,589,3.0
6,590,5.0
6,592,3.0
6,593,4.0
6,594,4.0
6,595,5.0
7,6534,0.5
7,6539,4.5
7,6863,4.5
7,6934,2.0
7,7143,4.5
7,7153,4.0
7,7155,3.0
7,7445,4.0
7,8207,4.5
7,8360,3.5
7,8368,2.5
7,8373,2.0
7,8528,4.5
7,8636,4.5
7,8665,3.5
7,8666,1.0
7,8783,1.0
7,8798,4.5
7,8808,1.5
7,8865,1.0
7,8870,3.5
7,8907,1.0
7,8908,4.5
7,8949,4.0
7,8957,4.0
7,8958,3.5
7,8961,4.0
7,8965,1.0
7,8970,2.5
7,8972,2.5
8,364,5.0
8,367,3.0
8,377,4.0
8,380,5.0
8,432,1.0
8,440,3.0
8,454,4.0
8,457,3.0
8,480,4.0
9,5447,4.0
9,5451,4.0
9,5481,5.0
9,5507,1.0
9,5841,1.0
9,5843,3.0
9,5872,3.0
9,5890,4.0
9,5891,1.0
10,70183,3.0
10,70293,0.5
10,71579,5.0
10,72011,2.5
10,72330,3.5
10,72407,3.0
10,72720,3.5
10,72737,3.5
10,72998,2.5
10,73017,3.0
10,74450,3.0
10,77841,2.0
10,78772,3.0
10,79091,5.0
10,80549,3.5
10,81784,2.5
10,81845,5.0
10,81847,3.5
10,82167,3.5
10,82499,2.0
10,84374,3.5
10,86548,3.0
10,87222,3.5
10,88163,4.0
10,88810,3.0
10,91104,3.0
10,91529,5.0
10,92259,5.0
11,1391,1.0
11,1408,5.0
11,1438,3.0
11,1518,4.0
11,1552,4.0
11,1573,3.0
11,1584,5.0
11,1586,4.0
11,1597,4.0
11,1604,4.0
11,1608,4.0
11,1616,3.0
11,1687,3.0
12,2572,5.0
12,2581,5.0
12,2694,4.0
12,2717,5.0
12,3668,5.0
12,3967,4.5
13,3753,4.0
13,3793,4.0
13,3798,4.0
13,3827,4.0
13,3863,4.0
13,3893,3.0
14,455,3.0
14,477,4.0
14,480,3.0
14,491,3.0
14,508,3.0
14,509,5.0
14,524,3.0
14,527,3.0
14,539,4.0
15,48774,3.0
15,48780,4.5
15,50872,3.0
15,56174,3.5
15,58559,2.0
15,59315,2.0
15,60069,3.5
15,63859,3.0
15,64614,4.0
15,68237,3.0
15,68954,3.5
15,69757,4.0
15,70286,3.5
15,71057,4.0
15,71264,2.5
15,72998,3.0
15,79132,3.5
15,84152,5.0
15,84954,4.5
15,85414,3.5
15,89745,2.0
15,91500,3.0
15,91529,2.0
15,94864,3.0
15,96610,3.0
15,97938,4.0
15,99114,1.0
16,2571,3.5
16,2641,3.0
16,2707,3.5
16,2723,3.5
16,2762,3.5
16,2858,3.5
16,2959,3.5
16,3000,4.0
16,3022,3.5
16,3108,4.0
16,3174,3.5
16,3429,3.5
16,3683,4.0
16,3741,4.0
16,3949,4.0
16,4002,3.5
16,4011,3.0
16,4226,4.5
16,4878,3.5
17,2571,5.0
17,2717,3.5
17,2762,4.0
17,2858,4.0
17,2959,4.5
17,3039,4.5
17,3147,4.5
17,3263,4.0
17,3435,3.5
17,3508,4.0
17,3681,4.5
17,3702,3.5
17,3949,4.5
17,4226,4.0
17,4571,4.0
17,4993,4.5
17,5618,5.0
17,5782,4.0
